# Data taken on 2022-08-10_131907
# Amplifier AM Modulation Voltage: 3.25 V
# RF Freq/MHz	RF Input/dBm	Power/uW	Dev/uW
77.0	-5.5	255.23039066666666	0.8961142966792163
77.0	-6.0	232.6310543333333	0.983612222057667
77.0	-6.5	211.74740333333332	0.7092806529544959
77.0	-7.0	191.879919	0.9103653038418145
77.0	-7.5	173.92697066666668	0.4308495241646296
77.0	-8.0	156.46624633333334	0.32895387871233406
77.0	-8.5	142.38504733333332	0.4171764292153727
77.0	-9.0	128.373638	0.47344420750777655
77.0	-9.5	115.94676666666668	0.4095334250366169
77.0	-10.0	103.98211533333334	0.6231573819656014
77.5	0.0	499.44296099999997	2.822956500103929
77.5	-0.5	492.671753	2.2873414514069212
77.5	-1.0	472.2876156666667	2.44628796736768
77.5	-1.5	451.06401099999994	0.996151040193707
77.5	-2.0	428.68881833333336	0.8226443042594752
77.5	-2.5	404.54842766666667	0.5103252650038248
77.5	-3.0	378.7961856666667	0.5650976976251307
77.5	-3.5	351.62094233333335	0.4893420674823378
77.5	-4.0	323.8896526666667	0.3660311116461096
77.5	-4.5	300.28462233333335	1.1602803697244417
77.5	-5.0	276.39259166666665	0.8063000725105717
77.5	-5.5	254.2269023333333	0.46579747687296674
77.5	-6.0	230.64154166666665	0.2262084280714473
77.5	-6.5	209.85802133333334	0.2570179647642459
77.5	-7.0	190.56519200000005	0.4029160207818328
77.5	-7.5	172.18132766666665	0.23414747269165456
77.5	-8.0	155.79580066666668	0.16798273006340714
77.5	-8.5	141.71266133333333	0.2876244866225561
77.5	-9.0	128.0229963333333	0.16852622047193555
77.5	-9.5	115.23342833333335	0.3034180903152538
77.5	-10.0	104.03507499999999	0.19584771305362111
78.0	0.0	499.07378933333325	0.8308711470215386
78.0	-0.5	487.14877366666667	0.5376387781524135
78.0	-1.0	469.97361	0.5780518268863681
78.0	-1.5	451.55079166666667	0.6611815773778732
78.0	-2.0	428.76928266666675	0.47631064383749505
78.0	-2.5	404.5680013333333	0.7025462129508329
78.0	-3.0	378.0989389999999	0.6952356899730727
78.0	-3.5	353.9124039999999	0.28630688334489285
78.0	-4.0	325.63152733333334	0.3350362824922421
78.0	-4.5	301.185313	0.3062302309771735
78.0	-5.0	275.98648433333335	0.7098677072205455
78.0	-5.5	252.95714133333334	0.3903984417978919
78.0	-6.0	230.21256633333334	0.27193983207054484
78.0	-6.5	209.92571266666667	0.26163049536745797
78.0	-7.0	191.72726100000003	0.3393366207946515
78.0	-7.5	175.07196466666664	0.5060533161155619
78.0	-8.0	157.54317666666668	0.603422436983872
78.0	-8.5	142.37172533333333	0.3249348507391743
78.0	-9.0	128.04483933333333	0.14864454531831603
78.0	-9.5	114.79367866666665	0.29070995524443666
78.0	-10.0	103.61522333333333	0.24635022519891386
78.5	0.0	501.032101	1.5505320399137206
78.5	-0.5	489.728965	1.9818201749338913
78.5	-1.0	473.1095389999999	1.0512479776337278
78.5	-1.5	452.475033	0.627123978633944
78.5	-2.0	429.431656	0.993963239929259
78.5	-2.5	405.28814500000004	0.784022848715736
78.5	-3.0	377.1051503333333	0.4171638915341172
78.5	-3.5	352.486821	0.29852924640476924
78.5	-4.0	326.33844966666663	0.8121786327320811
78.5	-4.5	301.2092643333333	0.658974999875732
78.5	-5.0	277.917798	0.711345327200041
78.5	-5.5	253.03780066666667	0.3476059439454716
78.5	-6.0	230.39658166666666	0.34332941906749304
78.5	-6.5	209.37659266666668	0.3657188301772576
78.5	-7.0	191.328528	0.4136906564282057
78.5	-7.5	172.71331633333332	0.35319397446713185
78.5	-8.0	156.49178666666666	0.372382012395276
78.5	-8.5	141.20510933333333	0.19297525932846643
78.5	-9.0	127.69891066666668	0.23455654191023714
78.5	-9.5	114.72215299999999	0.3051471157616712
78.5	-10.0	103.32113066666666	0.23316482923650572
79.0	0.0	504.13852133333336	1.0534743082826292
79.0	-0.5	493.69219499999997	1.7880458712353149
79.0	-1.0	474.79299	1.2672262170714976
79.0	-1.5	454.60740566666675	2.3014342014856526
79.0	-2.0	432.2405893333334	1.0028449820483498
79.0	-2.5	408.5213043333333	0.4726817425229741
79.0	-3.0	380.381573	1.3711777934818208
79.0	-3.5	354.83004033333333	0.5269290490251584
79.0	-4.0	328.4444906666667	0.7974213356686382
79.0	-4.5	302.001928	0.5645133173652025
79.0	-5.0	277.695084	0.4905041212303929
79.0	-5.5	253.24859933333332	0.5391723862855815
79.0	-6.0	231.799815	0.36847040601428616
79.0	-6.5	210.83408533333335	0.21649676067989831
79.0	-7.0	191.53951166666667	0.30568690823109984
79.0	-7.5	173.17867833333332	0.2769353141028108
79.0	-8.0	156.56653166666666	0.19434850912014323
79.0	-8.5	140.868413	0.16192105822797234
79.0	-9.0	126.72437	0.2807383285196377
79.0	-9.5	114.26550266666668	0.1495313188807688
79.0	-10.0	103.23724833333333	0.16343876120397183
79.5	0.0	505.7511966666667	1.104746080021206
79.5	-0.5	491.989357	1.0542308195477537
79.5	-1.0	474.23503099999994	1.6242700994720696
79.5	-1.5	454.5966276666666	0.8468431805050385
79.5	-2.0	431.654374	0.9108820158454485
79.5	-2.5	405.79648833333334	1.0706829744905315
79.5	-3.0	379.9305096666667	0.7267405308911091
79.5	-3.5	356.1611003333333	0.7147549129596011
79.5	-4.0	328.14060166666667	0.901963428488403
79.5	-4.5	301.871646	0.8716424978265654
79.5	-5.0	277.32863899999995	0.5860643042184025
79.5	-5.5	252.92312633333333	0.5973354074888637
79.5	-6.0	231.53656633333335	0.37602766245746133
79.5	-6.5	210.22153866666665	0.4085393434805947
79.5	-7.0	190.85290500000002	0.4539824937612314
79.5	-7.5	172.12219433333334	0.3454285539749464
79.5	-8.0	156.502916	0.38774081069360533
79.5	-8.5	140.86128866666667	0.5842138991883774
79.5	-9.0	127.54159566666667	0.24573544076483717
79.5	-9.5	114.95837433333334	0.39884717567161293
79.5	-10.0	103.309607	0.21978690865851533
80.0	0.0	502.38572933333336	0.7882287908593284
80.0	-0.5	490.2487926666667	0.9246718955100895
80.0	-1.0	475.02049566666665	0.8570184992059536
80.0	-1.5	455.07617866666664	0.7080878288825171
80.0	-2.0	431.2719006666667	0.8661151948785772
80.0	-2.5	406.48814466666664	0.9024275493014516
80.0	-3.0	380.34723099999997	1.5494324841606821
80.0	-3.5	353.47700100000003	1.5469035400865616
80.0	-4.0	327.8616663333333	0.7554758776205569
80.0	-4.5	302.1478226666667	1.139609815047627
80.0	-5.0	277.763773	0.7519301878971213
80.0	-5.5	252.28732766666667	1.5371897918933808
80.0	-6.0	229.14047633333334	0.4774524452130169
80.0	-6.5	207.82907533333335	0.43414116712373035
80.0	-7.0	189.8845736666667	0.3997441413869903
80.0	-7.5	171.73490633333333	0.5515706714101912
80.0	-8.0	155.85863700000002	0.37070664129155656
80.0	-8.5	140.84831433333332	0.36676390525044145
80.0	-9.0	126.60463266666666	0.3303169282162545
80.0	-9.5	113.90727966666668	0.33316070814731763
80.0	-10.0	102.85132200000001	0.20134677958520547
80.5	0.0	502.0381116666667	1.6472562222871983
80.5	-0.5	489.77904033333334	1.2953857096272732
80.5	-1.0	473.25938733333334	0.9368224826363266
80.5	-1.5	451.4006350000001	0.9265556445468726
80.5	-2.0	428.7515046666667	1.5685332318161338
80.5	-2.5	403.74616999999995	0.9482029950209349
80.5	-3.0	375.07060066666673	0.8323139847434703
80.5	-3.5	350.79723633333333	0.7633383219865376
80.5	-4.0	327.45609	0.9256853089648398
80.5	-4.5	298.535207	0.7342899723435771
80.5	-5.0	274.16669866666666	1.2286013090224
80.5	-5.5	249.68924966666668	0.3744575267413145
80.5	-6.0	228.21169000000003	0.6535735168288284
80.5	-6.5	208.443133	0.5086702651466195
80.5	-7.0	189.7579296666667	0.41125238404969194
80.5	-7.5	171.506296	0.49171272885429107
80.5	-8.0	155.58815	0.29223149870151477
80.5	-8.5	140.502087	0.3892388899262242
80.5	-9.0	126.94680866666666	0.31406059934067243
80.5	-9.5	113.87308633333333	0.26781154110037075
80.5	-10.0	103.007098	0.308124811933952
81.0	0.0	503.7165233333333	1.881099380713903
81.0	-0.5	488.0219816666666	1.959398393724602
81.0	-1.0	471.75150866666667	1.4844805814127564
81.0	-1.5	451.3692316666666	1.6608404302231743
81.0	-2.0	422.62274499999995	0.8284670470060946
81.0	-2.5	399.77029233333326	1.3569860425005198
81.0	-3.0	373.6957683333333	1.2482972939156827
81.0	-3.5	348.0290013333334	0.7523601190021227
81.0	-4.0	322.8442323333333	1.2174474177644043
81.0	-4.5	296.73715366666664	1.089518036283269
81.0	-5.0	272.264597	0.7202366318956108
81.0	-5.5	249.81678666666667	0.769552060068424
81.0	-6.0	229.00131733333336	1.0528331887338864
81.0	-6.5	207.888847	0.5902975235062954
81.0	-7.0	189.76567966666667	0.581161884836363
81.0	-7.5	170.84309933333333	0.6031845893253195
81.0	-8.0	154.16159033333335	0.5755981693043818
81.0	-8.5	139.15302966666667	0.36915843408111654
81.0	-9.0	125.20358366666666	0.4718534225087517
81.0	-9.5	112.67912100000001	0.5106669537891924
81.0	-10.0	101.910425	0.24879427587533678
81.5	0.0	498.57124533333337	1.4199717909680079
81.5	-0.5	484.09162433333336	2.5860168921608397
81.5	-1.0	467.62835399999994	1.3188264674894348
81.5	-1.5	445.79745099999997	1.1455413210642662
81.5	-2.0	422.42699899999997	1.6004755762998484
81.5	-2.5	397.774913	0.9486617606384612
81.5	-3.0	373.85519099999993	3.009363388800415
81.5	-3.5	349.08242499999994	1.2535526997464683
81.5	-4.0	322.78865133333335	1.1021715019745728
81.5	-4.5	295.707307	0.6628694889777824
81.5	-5.0	271.85423733333334	0.8256520560580534
