unixtime;v_center_mum;h_center_mum;v_width_mum;h_width_mum;sum_counts_roi
1657720718.5062394;68.92071277461807;99.55304125421415;42.93611549401234;45.38163252136819;8532.45978265405
1657720718.7295935;69.49818738483692;99.39360802325295;42.82596211852353;45.21003382653611;8502.17859880147
1657720718.8629415;69.99209725422548;99.45252740645714;42.75764779256422;45.308013061392586;8493.378411511301
1657720719.1560838;70.35885996940475;99.6208224386561;43.0084170804962;45.090283379902786;8510.68080927224
1657720719.4953573;69.70356272008782;100.46105568337899;42.978503810822595;45.133253323574955;8497.51900343759
1657720719.7061837;69.12416218786502;99.64067807956768;42.84768141737087;45.17649045047686;8489.48099656241
1657720720.0250478;69.28052871916435;98.97457144961494;42.7877056587406;45.11457716478707;8542.0
1657720720.2351012;68.60158684027631;99.58187589488632;42.86882691240858;45.09571022283594;8520.659595363879
1657720720.5367675;68.40494229243762;99.80369652062306;43.04132396461737;45.10847904361008;8490.918628857251
1657720720.5998747;68.15050243410549;99.51651530499788;43.07958042463139;45.22851608614782;8541.91862885725
1657720720.8969543;69.23743356314321;98.45719544922548;42.90378367125175;45.253747093053335;8527.821401198531
1657720721.2379227;69.78252668781579;99.69162966918095;43.00198927808353;45.30486211475397;8541.140591926289
1657720721.461455;69.86658205934071;99.79609275211168;43.11258620446679;45.23025069320037;8552.80018729017
1657720721.7614653;70.10994171778813;99.59298277819568;43.02977762947722;45.35133964816554;8534.85940807371
1657720721.9774146;70.06782556891586;99.89577795397409;43.062279722297596;45.22973040607145;8563.14059192629
1657720722.2795985;69.91234389637371;100.53136379034012;43.08754723064558;45.04698007865653;8519.40649418375
1657720722.3455832;69.98172446313198;100.51697604833127;43.02422864714999;45.28977946295778;8542.611737220372
1657720722.643122;69.91831859171428;99.56089223158209;42.948518783057246;45.43746257711364;8537.680809272239
1657720722.9806182;69.34786422541926;100.03201834898086;42.99494302738871;45.24242114798824;8540.11937801793
1657720723.1948743;69.90827534768853;100.97978125715154;42.829655331881426;44.979138768920286;8538.94077921646
1657720723.4970284;70.23260711330178;101.27061946373186;42.97410946335907;45.336446753446204;8526.28118385258
1657720723.709059;69.82139991468887;100.73949740222885;43.04127330310716;45.18270504374087;8524.319190727761
1657720724.0076864;69.61814628532575;100.77839916288002;43.06813814663886;45.223208047900165;8545.38528027539
1657720724.069489;69.60959491766833;101.08902754193886;42.908802151081346;45.22850510767985;8544.36704887127
1657720724.3554263;70.0176841695667;100.36914471114815;43.077096048771914;45.18975236925603;8532.0
1657720724.5815992;69.65453849537636;100.16392985295012;42.84570897076763;45.11093055875833;8549.621588488699
1657720724.885618;69.3161295639478;100.39698094762042;42.93524896490867;45.467487894864114;8556.57822422113
1657720725.2220645;69.1956145063067;100.50841289399501;42.89257686443402;45.28006357939681;8566.178598801469
1657720725.2828696;69.18864319283097;101.27990227195302;42.929638966517196;45.135411470701705;8570.02121390836
1657720725.5811634;69.05435396296907;101.10373357954194;42.997862556834086;45.3106524067063;8522.54021734595
1657720725.7958467;68.90641633236945;101.2829446835787;42.84585024330114;45.31391348908562;8546.0
1657720726.094928;69.13908609626652;101.18458393403279;42.82420086979938;45.207146960020175;8542.94077921646
1657720726.154149;69.38037925227793;101.61038285664408;42.9946155105518;45.24725907096486;8545.880621982069
1657720726.4379551;68.22598168338386;100.81283759883917;42.96109782163887;45.181635450451644;8569.85940807371
1657720726.6498215;68.80535051364538;101.22591962017127;42.96024577146426;45.04808169360292;8555.31919072776
1657720726.880683;69.47144487851558;101.12444772174257;42.90628218072964;45.119069844275785;8578.17859880147
1657720727.007257;69.43098657766551;100.39489895539539;42.84635893476756;45.21360957069085;8592.340404636121
1657720727.2862597;69.72240069808527;102.24118028882988;43.17443522908018;45.18674947427581;8584.340404636121
1657720727.4957347;69.74148131197957;101.90805006542207;42.80854014643534;45.441447375920696;8555.14059192629
1657720727.6356318;70.26290796804103;100.98455816748557;42.810813143973505;45.22447190567365;8566.85940807371
1657720727.8407345;69.58489554945612;100.50708414695596;42.91906421174084;45.31249629977743;8585.19981270983
1657720727.9712827;68.20354754622286;98.376671829788;43.30557096230844;45.59397001770489;8568.762180414991
1657720728.175037;67.63035757150149;97.58531633079205;43.2593236297878;45.3354013908216;8560.14059192629
1657720728.4821084;67.15059180249146;97.30587407203775;43.35750271772187;45.40105774670815;8545.778973381812
