unixtime;v_center_mum;h_center_mum;v_width_mum;h_width_mum;sum_counts_roi
1657720277.258382;108.09376357542317;109.97347895338133;104.78188743421528;89.67111903471447;25943.056453226804
1657720277.3312342;108.15049205485239;111.24563398936782;103.30434355967289;88.20228758161511;25845.314649303356
1657720277.604784;108.45046237625274;111.75797529975084;104.30395947980615;87.91962961824275;25784.29486532041
1657720277.6729717;108.38059861872853;110.99473495612197;106.28431255016234;90.88839006898748;25747.273761457935
1657720277.8090353;108.80129812772658;111.63710567424098;109.15886271688291;90.87412756700256;25816.79212616526
1657720277.9991336;108.73395253443903;110.36268294005058;105.51687637663872;90.29937848193858;25816.651722348717
1657720278.314409;108.1228916326032;110.62306446239982;108.0188397712305;88.99608506878506;25851.56842443366
1657720278.375791;107.70613280170983;110.14182150139017;106.51212050978093;88.28256418261334;25796.83756260066
1657720278.6695416;107.89758762636251;111.04950300498297;105.00241338775989;88.33958055767198;25761.66840526494
1657720278.8839467;108.34214696764376;111.61080715221996;105.47968610094955;89.03835592601172;25728.890787117012
1657720279.1857657;108.08225505994994;112.07128460666112;104.56724039142279;88.19559045117776;25777.81296751226
1657720279.3964531;108.23456596209934;112.08717051871898;102.35012370053165;88.06439097567838;25712.864407288915
1657720279.6925488;108.38292417286446;111.68064466438166;104.21942130210793;88.78619877213833;25806.667550245576
1657720279.9077885;107.82039497933711;111.326765792277;103.92350233442657;88.30926897246161;25719.029218379343
1657720280.2064528;107.76121901347993;111.07963924336016;103.7664137390436;88.76867758519386;25753.993869015016
1657720280.272515;107.86241075664194;110.5505505412428;105.12755832483101;90.14429017889321;25724.58471719068
1657720280.4640808;107.66819807122171;111.24713884473316;105.1137357330424;88.81883694418511;25692.97230029238
1657720280.7834654;107.28580822271171;110.41885159621853;104.52539885224104;87.29710239749745;25768.827475529586
1657720280.9954584;108.05129447786331;110.54166909039893;105.84006546136199;88.70603968035708;25693.687724387724
1657720281.2991838;108.41246355620238;111.16457851011688;103.64286079374503;89.08308519373;25704.170087056045
1657720281.3650463;108.48881253614162;112.11419514217361;105.32783709951114;88.11049244323175;25677.760470371548
1657720281.5811915;107.58651607843855;111.78464622003455;105.3776387869755;88.88693423934066;25647.086526625506
1657720281.7045043;108.39751416819523;111.70253976739329;106.23052879628544;88.67664379133147;25698.049857381655
1657720281.9806046;108.10470853740685;111.69651726750077;105.39331251000709;88.52312722413747;25707.95251630943
1657720282.045934;107.74930862895383;111.35683076413834;103.08414042134359;86.79239018708813;25678.947240343812
1657720282.2669299;107.93031467228451;110.29574657697498;103.90072050231302;86.03579398209708;25764.32473637443
1657720282.3964217;108.53488102841652;109.85387103110371;104.74930564183883;85.88192996547588;25731.39174153247
1657720282.6638389;107.36465993530749;109.68826763039974;103.72445861329508;85.11000510928193;25562.512436067023
1657720282.7373924;106.09916948584441;110.66680163502991;103.3012492138698;84.44646929935483;25665.003228710448
1657720282.9391854;106.63159109362365;110.97433414275888;104.11435536129004;88.32264205999653;25651.781184074818
1657720283.0682957;107.75148140488695;112.0901917857526;103.7874015506695;87.96186761907066;25621.925671621175
1657720283.3554647;107.88728530645892;111.92839520262773;103.71888977709074;87.36077437255315;25617.164811090424
1657720283.4179127;108.40958287020061;112.3284196286962;100.21304437601822;87.01547039301016;25673.552986696006
1657720283.6308181;107.37281528499022;111.72320010645058;102.93988269532977;87.62225227116582;25645.77583340824
1657720283.7609787;108.67899872076411;111.17072790481187;104.5221692956524;88.58001895309056;25634.200550613954
1657720284.0426874;108.79499957471896;111.96298456846056;103.66311613483072;88.91771870899336;25575.869683254532
1657720284.2564566;107.53309306643686;111.89810200555736;103.83051253918639;88.39401667384216;25596.947240343812
1657720284.4896412;108.30030700578797;110.95096148817156;106.06323613824006;88.83354630691602;25620.25793356108
1657720284.619168;109.13103117465371;110.96854041730003;105.14501415120567;88.58697527994973;25594.786385339477
1657720284.8508294;108.06592302725275;111.28383754204621;104.67515059524814;88.78629832272182;25601.024332572924
1657720284.9780617;106.72879924253876;111.74103609686416;103.64228414152473;88.02362319165127;25612.454790604417
1657720285.2816784;106.98408895916762;111.66993601677463;103.71694517389805;89.02223219920202;25567.532347693694
1657720285.6239138;107.70253057958634;112.28290690120255;104.54252485088463;88.29569573218083;25564.931412446953
1657720285.8385038;107.25671644422236;112.20121594643696;104.1614232705019;88.05080308120628;25509.300141286032
1657720286.1475356;107.13580677913014;112.55418544414648;103.88192209111764;89.58907327245994;25606.506695241245
1657720286.3656232;107.88872757830997;112.09259543367325;103.83978786694087;88.76721517187524;25553.563538627248
1657720286.664922;107.86875492642332;111.23516485409901;103.63982899953007;86.48720932211633;25510.957792275047
1657720286.7298496;107.00780522651739;110.03067369107478;104.5852936026881;88.52252653933148;25559.770557442618
1657720287.0097144;107.78969477542147;109.74711932953647;104.11643327100192;89.14849790563066;25461.942429238356
1657720287.0761302;107.87016872152924;110.76118771840127;104.28033825324253;88.70253379178449;25525.926136481336
1657720287.3473005;107.29491563805907;110.23852700521947;104.52990604446833;87.9132681857863;25564.283848529012
1657720287.413;107.93734374988102;110.71906243438677;103.09240651122687;86.87151847547814;25554.145027107475
1657720287.6984158;108.53603495512183;109.58971046690549;102.98318147944445;87.0005519050795;25470.464487516292
