unixtime;v_center_mum;h_center_mum;v_width_mum;h_width_mum;sum_counts_roi
1657720330.0259387;98.89447119577049;106.84793184925309;86.65138034475692;75.89181729362062;25945.351116202524
1657720330.097653;99.27717834206085;106.58574768859239;86.59899462875352;75.3739957493304;25855.745497494056
1657720330.38123;98.49112572939735;106.33271531138006;86.52259964017462;76.00845816847847;26001.205901280533
1657720330.449091;98.15879747651768;106.21488003953323;86.59649430110422;75.80816602236308;25887.098398436276
1657720330.724255;97.59991532811574;105.69203689172538;88.08865694712361;75.45210763769961;25927.087644160354
1657720330.7890131;98.0352903865495;105.35043324084324;87.4727760654391;75.85489606899058;26022.631008645443
1657720330.9222724;98.0364627504681;105.71596822244412;87.6934681261354;75.73495007519598;26001.190463542876
1657720331.2505918;97.7922327746399;105.64777329264936;85.98128767573661;76.20573883934783;25894.771022302786
1657720331.4638517;97.39967919757368;105.5427752647401;86.22775152108036;75.98553511223932;25882.688654108057
1657720331.5952456;97.65257584937235;105.4511171227797;86.10785124606284;76.4380983282733;25980.201015474115
1657720331.8066792;98.16003038666187;105.68927889826834;86.77085931284155;76.32267830198427;26030.34056427129
1657720332.0427475;98.44217559880278;105.50225722039451;85.89605713695083;75.70399296660237;25963.704017144744
1657720332.1629944;97.99370652353952;105.66238659104394;87.05289437116463;76.1080407456775;25973.864407288915
1657720332.446745;97.75389413506858;105.99202967776851;86.75259363692572;76.17111874636024;25989.687724387724
1657720332.4937346;97.94093118429564;106.02368931893737;86.81758319439588;75.83274136643463;25957.579831384264
1657720332.6592407;97.50995777451826;106.10183636020092;86.09829577962967;76.54127224327364;25963.672361351033
1657720332.8931146;97.48362019168307;106.32445325537316;86.5330038323919;76.65797686278057;26078.429138151965
1657720333.0182116;97.00494465121527;105.95250025351096;85.76236450882726;75.6204602581036;25948.667085385416
1657720333.2966375;98.01811178739864;105.02609447575267;86.7897272186564;75.30792720655863;26039.195739508497
1657720333.5089173;97.90033086858438;105.09946146672209;86.77919360752556;75.96467038451007;26056.008969536233
1657720333.731271;97.79574733882426;105.75916846771877;86.39461028970328;76.6545574454071;26020.314649303356
1657720333.8644667;97.48545569065446;106.09957907976299;85.79022206985361;77.15826727400142;25980.527334243554
1657720334.1457412;97.44959705655793;106.40741221338385;85.67166691542398;76.72832506457921;25987.102819382526
1657720334.2145996;97.7590448531045;106.55009237761091;86.46099015207338;76.25385063313027;26030.32473637443
1657720334.419976;98.15104343637233;106.19746705837;87.09939723362335;76.10191585341198;25998.196204368658
1657720334.5531802;97.98955191799577;105.47273500239977;86.62092915736349;75.78963547054997;26002.889204722007
1657720334.8591583;97.92260435602809;106.02504770161498;86.53040070734293;75.54071121835352;26042.724858491743
1657720335.1973226;98.15517137581668;106.34480683156434;86.18431116933188;75.90873988669757;26018.538351034957
1657720335.4103427;97.68502954426165;106.08415342167456;86.41314388157868;75.82915522280949;25998.941964378195
1657720335.7133772;98.15544215619586;106.16089307366805;87.33207089585387;75.99207405526909;26053.133620156874
1657720335.9282594;98.01767391142707;106.39996132899468;86.59978918356738;76.37251511065487;26041.667085385412
1657720336.2262633;98.73191792554277;105.64468849940839;84.85775699036536;76.89467194823901;26030.309838197903
1657720336.5633652;98.87429576653251;105.49645119153067;84.28147925968153;77.36642729214061;25998.651257488556
1657720336.6315434;99.00620870525789;105.25126761250722;83.85838508361502;77.21818360120751;26024.53881589512
1657720336.9165525;97.13663683148954;104.81250450598141;86.61823087066563;77.39848518276247;26180.93187730712
1657720337.139163;97.58066650414086;105.22654471788036;87.41800759282275;76.84611841630446;26146.511506346702
1657720337.4514308;97.58566876834257;105.00401590058229;87.69404351118952;76.42063942602617;26168.574555418647
1657720337.6697173;97.49894081929749;105.3001852527713;87.76644559502608;76.16948913638007;26112.30937333774
1657720337.972708;97.6494054153928;104.95386693222535;86.88180335666213;76.30785665180784;26109.594339401596
1657720338.3227391;98.04053825674193;104.71885138065602;86.98016072634455;76.25904496522675;26134.78638533948
1657720338.388786;97.31225310131457;104.67288882670732;86.56676217776133;76.43399520488184;26086.817186113825
1657720338.6685112;97.63790237631333;106.2017146100975;88.2292637949365;76.31750635375295;26130.01471036201
1657720338.879377;97.5394701631371;105.93564764901889;88.74628568880904;77.03268735454319;26127.818243477872
1657720339.1838524;97.73669777470057;105.48455698734571;86.88290964444644;76.74863820352806;26081.356129652664
1657720339.393384;96.87113380916851;105.9103536511172;85.20092480939364;76.14357529350254;25989.859131323297
1657720339.692508;98.10562964291141;105.59963338262457;86.51756688114118;76.36163604565182;26000.511506346695
1657720340.0311315;97.72233122043488;104.86287505507106;87.381619780528;76.1209119606465;26063.4495146388
1657720340.1000416;97.90330561507203;104.66194847169939;87.28839317527498;75.75438057362821;26040.479850552983
1657720340.370301;98.29020230065504;104.70842257242211;86.54369459502979;75.84523676701026;26023.87410420079
1657720340.5858421;98.01841576840333;104.64299246640229;86.46464371450891;75.1648088177243;26029.76093523171
1657720340.8825486;98.27115584589;105.38164368807936;88.26141021206;76.54489164297141;26230.821734703804
