# Data taken on 2022-08-08_100328
# RF Power Mappings, 20 dBm Attenuation (already taken into account)
# Set Freq/MHz	Meas Freq/MHz	RF Input/dBm	AM Volt/V	RF Output/dBm
55.0	54.97276	-13.5	6.0	22.38
55.0	54.97276	-13.5	5.75	22.35
55.0	54.97276	-13.5	5.5	22.33
55.0	54.97276	-13.5	5.25	22.3
55.0	54.97276	-13.5	5.0	22.27
55.0	54.97276	-13.5	4.75	22.23
55.0	54.97276	-13.5	4.5	22.16
55.0	54.97276	-13.5	4.25	22.1
55.0	54.97276	-13.5	4.0	22.05
55.0	54.97276	-13.5	3.75	21.99
55.0	54.97276	-13.5	3.5	21.9
55.0	54.97276	-13.5	3.25	21.81
55.0	54.97276	-13.5	3.0	21.71
55.0	54.97276	-13.5	2.75	21.58
55.0	54.97276	-13.5	2.5	21.44
55.0	54.97276	-13.5	2.25	21.25
55.0	54.97276	-13.5	2.0	21.0
55.0	54.97276	-13.5	1.75	20.7
55.0	54.97276	-13.5	1.5	20.29
55.0	54.97276	-13.5	1.25	19.68
55.0	54.97276	-13.5	1.0	18.73
55.0	54.97276	-13.5	0.75	17.09
55.0	54.97276	-13.5	0.5	13.940000000000001
55.0	103.825057	-14.0	6.0	-30.29
55.0	54.97276	-14.0	5.75	21.86
55.0	54.97276	-14.0	5.5	21.81
55.0	54.97276	-14.0	5.25	21.81
55.0	54.97276	-14.0	5.0	21.74
55.0	54.97276	-14.0	4.75	21.7
55.0	54.97276	-14.0	4.5	21.68
55.0	54.97276	-14.0	4.25	21.61
55.0	54.97276	-14.0	4.0	21.55
55.0	54.97276	-14.0	3.75	21.48
55.0	54.97276	-14.0	3.5	21.41
55.0	54.97276	-14.0	3.25	21.33
55.0	54.97276	-14.0	3.0	21.21
55.0	54.97276	-14.0	2.75	21.08
55.0	54.97276	-14.0	2.5	20.94
55.0	54.97276	-14.0	2.25	20.74
55.0	54.97276	-14.0	2.0	20.5
55.0	54.97276	-14.0	1.75	20.22
55.0	54.97276	-14.0	1.5	19.82
55.0	54.97276	-14.0	1.25	19.2
55.0	54.97276	-14.0	1.0	18.31
55.0	54.97276	-14.0	0.75	16.67
55.0	54.97276	-14.0	0.5	13.65
55.0	54.97276	-14.5	6.0	21.38
55.0	54.97276	-14.5	5.75	21.35
55.0	54.97276	-14.5	5.5	21.32
55.0	54.97276	-14.5	5.25	21.28
55.0	54.97276	-14.5	5.0	21.26
55.0	54.97276	-14.5	4.75	21.2
55.0	54.97276	-14.5	4.5	21.16
55.0	54.97276	-14.5	4.25	21.1
55.0	54.97276	-14.5	4.0	21.03
55.0	54.97276	-14.5	3.75	20.99
55.0	54.97276	-14.5	3.5	20.89
55.0	54.97276	-14.5	3.25	20.81
55.0	54.97276	-14.5	3.0	20.71
55.0	54.97276	-14.5	2.75	20.58
55.0	54.97276	-14.5	2.5	20.43
55.0	54.97276	-14.5	2.25	20.24
55.0	54.97276	-14.5	2.0	20.02
55.0	54.97276	-14.5	1.75	19.72
55.0	54.97276	-14.5	1.5	19.3
55.0	54.97276	-14.5	1.25	18.75
55.0	54.97276	-14.5	1.0	17.81
55.0	54.97276	-14.5	0.75	16.27
55.0	54.97276	-14.5	0.5	13.27
55.0	54.97276	-15.0	6.0	20.89
55.0	54.97276	-15.0	5.75	20.86
55.0	54.97276	-15.0	5.5	20.83
55.0	54.97276	-15.0	5.25	20.8
55.0	54.97276	-15.0	5.0	20.76
55.0	54.97276	-15.0	4.75	20.72
55.0	54.97276	-15.0	4.5	20.67
55.0	54.97276	-15.0	4.25	20.63
55.0	54.97276	-15.0	4.0	20.56
55.0	54.97276	-15.0	3.75	20.49
55.0	54.97276	-15.0	3.5	20.42
55.0	54.97276	-15.0	3.25	20.33
55.0	54.97276	-15.0	3.0	20.22
55.0	54.97276	-15.0	2.75	20.11
55.0	54.97276	-15.0	2.5	19.94
55.0	54.97276	-15.0	2.25	19.78
55.0	54.97276	-15.0	2.0	19.54
55.0	54.97276	-15.0	1.75	19.23
55.0	54.97276	-15.0	1.5	18.84
55.0	54.97276	-15.0	1.25	18.27
55.0	54.97276	-15.0	1.0	17.37
55.0	54.97276	-15.0	0.75	15.879999999999999
55.0	54.97276	-15.0	0.5	12.92
55.0	54.97276	-15.5	6.0	20.4
55.0	54.97276	-15.5	5.75	20.36
55.0	54.97276	-15.5	5.5	20.34
55.0	54.97276	-15.5	5.25	20.3
55.0	54.97276	-15.5	5.0	20.24
55.0	54.97276	-15.5	4.75	20.23
55.0	54.97276	-15.5	4.5	20.16
55.0	54.97276	-15.5	4.25	20.11
55.0	54.97276	-15.5	4.0	20.05
55.0	54.97276	-15.5	3.75	19.99
55.0	54.97276	-15.5	3.5	19.91
55.0	54.97276	-15.5	3.25	19.82
55.0	54.97276	-15.5	3.0	19.72
55.0	54.97276	-15.5	2.75	19.6
55.0	54.97276	-15.5	2.5	19.46
55.0	54.97276	-15.5	2.25	19.27
55.0	54.97276	-15.5	2.0	19.05
55.0	54.97276	-15.5	1.75	18.74
55.0	54.97276	-15.5	1.5	18.34
55.0	54.97276	-15.5	1.25	17.78
55.0	54.97276	-15.5	1.0	16.95
55.0	54.97276	-15.5	0.75	15.42
55.0	54.97276	-15.5	0.5	12.55
55.0	54.97276	-16.0	6.0	19.91
55.0	54.97276	-16.0	5.75	19.86
55.0	54.97276	-16.0	5.5	19.84
55.0	54.97276	-16.0	5.25	19.8
55.0	54.97276	-16.0	5.0	19.75
55.0	54.97276	-16.0	4.75	19.73
55.0	54.97276	-16.0	4.5	19.69
55.0	54.97276	-16.0	4.25	19.62
55.0	54.97276	-16.0	4.0	19.57
55.0	54.97276	-16.0	3.75	19.5
55.0	54.97276	-16.0	3.5	19.41
55.0	54.97276	-16.0	3.25	19.32
55.0	54.97276	-16.0	3.0	19.25
55.0	54.97276	-16.0	2.75	19.11
55.0	54.97276	-16.0	2.5	18.95
55.0	54.97276	-16.0	2.25	18.79
55.0	54.97276	-16.0	2.0	18.54
55.0	54.97276	-16.0	1.75	18.25
55.0	54.97276	-16.0	1.5	17.88
55.0	54.97276	-16.0	1.25	17.32
55.0	54.97276	-16.0	1.0	16.44
55.0	54.97276	-16.0	0.75	15.0
55.0	54.97276	-16.0	0.5	12.16
55.0	54.97276	-16.5	6.0	19.4
55.0	54.97276	-16.5	5.75	19.34
55.0	54.97276	-16.5	5.5	19.34
55.0	54.97276	-16.5	5.25	19.29
55.0	54.97276	-16.5	5.0	19.25
55.0	54.97276	-16.5	4.75	19.23
55.0	54.97276	-16.5	4.5	19.18
55.0	54.97276	-16.5	4.25	19.14
55.0	54.97276	-16.5	4.0	19.07
55.0	54.97276	-16.5	3.75	18.98
55.0	54.97276	-16.5	3.5	18.9
55.0	54.97276	-16.5	3.25	18.83
55.0	54.97276	-16.5	3.0	18.74
55.0	54.97276	-16.5	2.75	18.6
55.0	54.97276	-16.5	2.5	18.47
55.0	54.97276	-16.5	2.25	18.29
55.0	54.97276	-16.5	2.0	18.08
55.0	54.97276	-16.5	1.75	17.759999999999998
55.0	54.97276	-16.5	1.5	17.39
55.0	54.97276	-16.5	1.25	16.81
55.0	54.97276	-16.5	1.0	15.98
55.0	54.97276	-16.5	0.75	14.559999999999999
55.0	54.97276	-16.5	0.5	11.78
55.0	54.97276	-17.0	6.0	18.9
55.0	54.97276	-17.0	5.75	18.88
55.0	54.97276	-17.0	5.5	18.84
55.0	54.97276	-17.0	5.25	18.8
55.0	54.97276	-17.0	5.0	18.77
55.0	54.97276	-17.0	4.75	18.7
55.0	54.97276	-17.0	4.5	18.69
55.0	54.97276	-17.0	4.25	18.63
55.0	54.97276	-17.0	4.0	18.58
55.0	54.97276	-17.0	3.75	18.5
55.0	54.97276	-17.0	3.5	18.41
55.0	54.97276	-17.0	3.25	18.35
55.0	54.97276	-17.0	3.0	18.22
55.0	54.97276	-17.0	2.75	18.12
55.0	54.97276	-17.0	2.5	17.95
55.0	54.97276	-17.0	2.25	17.78
55.0	54.97276	-17.0	2.0	17.56
55.0	54.97276	-17.0	1.75	17.28
55.0	54.97276	-17.0	1.5	16.9
55.0	54.97276	-17.0	1.25	16.33
55.0	54.97276	-17.0	1.0	15.51
55.0	54.97276	-17.0	0.75	14.09
55.0	54.97276	-17.0	0.5	11.39
55.0	54.97276	-17.5	6.0	18.4
55.0	54.97276	-17.5	5.75	18.36
55.0	54.97276	-17.5	5.5	18.31
55.0	54.97276	-17.5	5.25	18.28
55.0	54.97276	-17.5	5.0	18.25
55.0	54.97276	-17.5	4.75	18.2
55.0	54.97276	-17.5	4.5	18.18
55.0	54.97276	-17.5	4.25	18.1
55.0	54.97276	-17.5	4.0	18.06
55.0	54.97276	-17.5	3.75	17.98
55.0	54.97276	-17.5	3.5	17.94
55.0	54.97276	-17.5	3.25	17.81
55.0	54.97276	-17.5	3.0	17.72
55.0	54.97276	-17.5	2.75	17.6
55.0	54.97276	-17.5	2.5	17.47
55.0	54.97276	-17.5	2.25	17.3
55.0	54.97276	-17.5	2.0	17.06
55.0	54.97276	-17.5	1.75	16.79
55.0	54.97276	-17.5	1.5	16.39
55.0	54.97276	-17.5	1.25	15.84
55.0	54.97276	-17.5	1.0	15.04
55.0	54.97276	-17.5	0.75	13.64
55.0	54.97276	-17.5	0.5	10.92
55.0	54.97276	-18.0	6.0	17.9
55.0	54.97276	-18.0	5.75	17.88
55.0	54.97276	-18.0	5.5	17.84
55.0	54.97276	-18.0	5.25	17.8
55.0	54.97276	-18.0	5.0	17.759999999999998
55.0	54.97276	-18.0	4.75	17.740000000000002
55.0	54.97276	-18.0	4.5	17.7
55.0	54.97276	-18.0	4.25	17.62
55.0	54.97276	-18.0	4.0	17.58
55.0	54.97276	-18.0	3.75	17.52
55.0	54.97276	-18.0	3.5	17.44
55.0	54.97276	-18.0	3.25	17.35
55.0	54.97276	-18.0	3.0	17.240000000000002
55.0	54.97276	-18.0	2.75	17.13
55.0	54.97276	-18.0	2.5	16.95
55.0	54.97276	-18.0	2.25	16.79
55.0	54.97276	-18.0	2.0	16.57
55.0	54.97276	-18.0	1.75	16.28
55.0	54.97276	-18.0	1.5	15.9
55.0	54.97276	-18.0	1.25	15.370000000000001
55.0	54.97276	-18.0	1.0	14.51
55.0	54.97276	-18.0	0.75	13.17
55.0	54.97276	-18.0	0.5	10.47
55.0	54.97276	-18.5	6.0	17.38
55.0	54.97276	-18.5	5.75	17.37
55.0	54.97276	-18.5	5.5	17.31
55.0	54.97276	-18.5	5.25	17.259999999999998
55.0	54.97276	-18.5	5.0	17.240000000000002
55.0	54.97276	-18.5	4.75	17.2
55.0	54.97276	-18.5	4.5	17.18
55.0	54.97276	-18.5	4.25	17.13
55.0	54.97276	-18.5	4.0	17.07
55.0	54.97276	-18.5	3.75	16.990000000000002
55.0	54.97276	-18.5	3.5	16.9
55.0	54.97276	-18.5	3.25	16.82
55.0	54.97276	-18.5	3.0	16.72
55.0	54.97276	-18.5	2.75	16.61
55.0	54.97276	-18.5	2.5	16.47
55.0	54.97276	-18.5	2.25	16.23
55.0	54.97276	-18.5	2.0	16.09
55.0	54.97276	-18.5	1.75	15.82
55.0	54.97276	-18.5	1.5	15.4
55.0	54.97276	-18.5	1.25	14.879999999999999
55.0	54.97276	-18.5	1.0	14.059999999999999
55.0	54.97276	-18.5	0.75	12.67
55.0	54.97276	-18.5	0.5	10.06
55.0	54.97276	-19.0	6.0	16.87
55.0	54.97276	-19.0	5.75	16.85
55.0	54.97276	-19.0	5.5	16.8
55.0	54.97276	-19.0	5.25	16.78
55.0	54.97276	-19.0	5.0	16.73
55.0	54.97276	-19.0	4.75	16.7
55.0	54.97276	-19.0	4.5	16.69
55.0	54.97276	-19.0	4.25	16.62
55.0	54.97276	-19.0	4.0	16.55
55.0	54.97276	-19.0	3.75	16.47
55.0	54.97276	-19.0	3.5	16.43
55.0	54.97276	-19.0	3.25	16.31
55.0	54.97276	-19.0	3.0	16.2
55.0	54.97276	-19.0	2.75	16.1
55.0	54.97276	-19.0	2.5	15.99
55.0	54.97276	-19.0	2.25	15.74
55.0	54.97276	-19.0	2.0	15.58
55.0	54.97276	-19.0	1.75	15.29
55.0	54.97276	-19.0	1.5	14.879999999999999
55.0	54.97276	-19.0	1.25	14.36
55.0	54.97276	-19.0	1.0	13.54
55.0	54.97276	-19.0	0.75	12.18
55.0	54.97276	-19.0	0.5	9.61
55.0	54.97276	-19.5	6.0	16.4
55.0	54.97276	-19.5	5.75	16.32
55.0	54.97276	-19.5	5.5	16.32
55.0	54.97276	-19.5	5.25	16.29
55.0	54.97276	-19.5	5.0	16.240000000000002
55.0	54.97276	-19.5	4.75	16.22
55.0	54.97276	-19.5	4.5	16.18
55.0	54.97276	-19.5	4.25	16.11
55.0	54.97276	-19.5	4.0	16.06
55.0	54.97276	-19.5	3.75	16.0
55.0	54.97276	-19.5	3.5	15.92
55.0	54.97276	-19.5	3.25	15.84
55.0	54.97276	-19.5	3.0	15.719999999999999
55.0	54.97276	-19.5	2.75	15.629999999999999
55.0	54.97276	-19.5	2.5	15.49
55.0	54.97276	-19.5	2.25	15.280000000000001
55.0	54.97276	-19.5	2.0	15.120000000000001
55.0	54.97276	-19.5	1.75	14.75
55.0	54.97276	-19.5	1.5	14.42
55.0	54.97276	-19.5	1.25	13.879999999999999
55.0	54.97276	-19.5	1.0	13.07
55.0	54.97276	-19.5	0.75	11.72
55.0	54.97276	-19.5	0.5	9.18
55.0	54.97276	-20.0	6.0	15.9
55.0	54.97276	-20.0	5.75	15.83
55.0	54.97276	-20.0	5.5	15.85
55.0	54.97276	-20.0	5.25	15.8
55.0	54.97276	-20.0	5.0	15.74
55.0	54.97276	-20.0	4.75	15.7
55.0	54.97276	-20.0	4.5	15.66
55.0	54.97276	-20.0	4.25	15.59
55.0	54.97276	-20.0	4.0	15.54
55.0	54.97276	-20.0	3.75	15.49
55.0	54.97276	-20.0	3.5	15.440000000000001
55.0	54.97276	-20.0	3.25	15.29
55.0	54.97276	-20.0	3.0	15.25
55.0	54.97276	-20.0	2.75	15.1
55.0	54.97276	-20.0	2.5	14.95
55.0	54.97276	-20.0	2.25	14.77
55.0	54.97276	-20.0	2.0	14.559999999999999
55.0	54.97276	-20.0	1.75	14.280000000000001
55.0	54.97276	-20.0	1.5	13.96
55.0	54.97276	-20.0	1.25	13.379999999999999
55.0	54.97276	-20.0	1.0	12.620000000000001
55.0	54.97276	-20.0	0.75	11.3
55.0	54.97276	-20.0	0.5	8.67
55.5	55.519206	0.0	6.0	34.63
55.5	55.519206	0.0	5.75	34.61
55.5	55.519206	0.0	5.5	34.59
55.5	55.519206	0.0	5.25	34.56
55.5	55.519206	0.0	5.0	34.54
55.5	55.519206	0.0	4.75	34.5
55.5	55.519206	0.0	4.5	34.46
55.5	55.519206	0.0	4.25	34.4
55.5	55.519206	0.0	4.0	34.34
55.5	55.519206	0.0	3.75	34.22
55.5	55.519206	0.0	3.5	34.06
55.5	55.519206	0.0	3.25	33.76
55.5	55.519206	0.0	3.0	33.34
55.5	55.519206	0.0	2.75	32.82
55.5	55.519206	0.0	2.5	32.18
55.5	55.519206	0.0	2.25	31.42
55.5	55.519206	0.0	2.0	30.55
55.5	55.519206	0.0	1.75	29.52
55.5	55.519206	0.0	1.5	28.29
55.5	55.519206	0.0	1.25	26.84
55.5	55.519206	0.0	1.0	25.04
55.5	55.519206	0.0	0.75	22.740000000000002
55.5	55.519206	0.0	0.5	19.49
55.5	96.721256	-0.5	6.0	-29.340000000000003
55.5	55.519206	-0.5	5.75	34.37
55.5	55.519206	-0.5	5.5	34.35
55.5	55.519206	-0.5	5.25	34.34
55.5	55.519206	-0.5	5.0	34.3
55.5	55.519206	-0.5	4.75	34.26
55.5	55.519206	-0.5	4.5	34.22
55.5	55.519206	-0.5	4.25	34.16
55.5	55.519206	-0.5	4.0	34.08
55.5	55.519206	-0.5	3.75	33.980000000000004
55.5	55.519206	-0.5	3.5	33.82
55.5	55.519206	-0.5	3.25	33.54
55.5	55.519206	-0.5	3.0	33.15
55.5	55.519206	-0.5	2.75	32.65
55.5	55.519206	-0.5	2.5	32.03
55.5	55.519206	-0.5	2.25	31.29
55.5	55.519206	-0.5	2.0	30.42
55.5	55.519206	-0.5	1.75	29.42
55.5	55.519206	-0.5	1.5	28.2
55.5	55.519206	-0.5	1.25	26.740000000000002
55.5	55.519206	-0.5	1.0	24.95
55.5	55.519206	-0.5	0.75	22.65
55.5	55.519206	-0.5	0.5	19.42
55.5	55.519206	-1.0	6.0	34.15
55.5	55.519206	-1.0	5.75	34.12
55.5	55.519206	-1.0	5.5	34.1
55.5	55.519206	-1.0	5.25	34.08
55.5	55.519206	-1.0	5.0	34.04
55.5	55.519206	-1.0	4.75	34.0
55.5	55.519206	-1.0	4.5	33.96
55.5	55.519206	-1.0	4.25	33.9
55.5	55.519206	-1.0	4.0	33.82
55.5	55.519206	-1.0	3.75	33.71
55.5	55.519206	-1.0	3.5	33.54
55.5	55.519206	-1.0	3.25	33.3
55.5	55.519206	-1.0	3.0	32.93
55.5	55.519206	-1.0	2.75	32.47
55.5	55.519206	-1.0	2.5	31.880000000000003
55.5	55.519206	-1.0	2.25	31.15
55.5	55.519206	-1.0	2.0	30.310000000000002
55.5	55.519206	-1.0	1.75	29.310000000000002
55.5	55.519206	-1.0	1.5	28.11
55.5	55.519206	-1.0	1.25	26.64
55.5	55.519206	-1.0	1.0	24.86
55.5	55.519206	-1.0	0.75	22.54
55.5	55.519206	-1.0	0.5	19.32
55.5	55.519206	-1.5	6.0	33.86
55.5	55.519206	-1.5	5.75	33.83
55.5	55.519206	-1.5	5.5	33.8
55.5	55.519206	-1.5	5.25	33.769999999999996
55.5	55.519206	-1.5	5.0	33.730000000000004
55.5	55.519206	-1.5	4.75	33.69
55.5	55.519206	-1.5	4.5	33.63
55.5	55.519206	-1.5	4.25	33.56
55.5	55.519206	-1.5	4.0	33.47
55.5	55.519206	-1.5	3.75	33.36
55.5	55.519206	-1.5	3.5	33.2
55.5	55.519206	-1.5	3.25	32.980000000000004
55.5	55.519206	-1.5	3.0	32.68
55.5	55.519206	-1.5	2.75	32.25
55.5	55.519206	-1.5	2.5	31.689999999999998
55.5	55.519206	-1.5	2.25	31.0
55.5	55.519206	-1.5	2.0	30.17
55.5	55.519206	-1.5	1.75	29.18
55.5	55.519206	-1.5	1.5	27.990000000000002
55.5	55.519206	-1.5	1.25	26.55
55.5	55.519206	-1.5	1.0	24.73
55.5	55.519206	-1.5	0.75	22.42
55.5	55.519206	-1.5	0.5	19.22
55.5	55.519206	-2.0	6.0	33.51
55.5	55.519206	-2.0	5.75	33.480000000000004
55.5	55.519206	-2.0	5.5	33.44
55.5	55.519206	-2.0	5.25	33.4
55.5	55.519206	-2.0	5.0	33.36
55.5	55.519206	-2.0	4.75	33.32
55.5	55.519206	-2.0	4.5	33.26
55.5	55.519206	-2.0	4.25	33.19
55.5	55.519206	-2.0	4.0	33.1
55.5	55.519206	-2.0	3.75	32.99
55.5	55.519206	-2.0	3.5	32.83
55.5	55.519206	-2.0	3.25	32.64
55.5	55.519206	-2.0	3.0	32.38
55.5	55.519206	-2.0	2.75	32.0
55.5	55.519206	-2.0	2.5	31.48
55.5	55.519206	-2.0	2.25	30.82
55.5	55.519206	-2.0	2.0	30.02
55.5	55.519206	-2.0	1.75	29.05
55.5	55.519206	-2.0	1.5	27.86
55.5	55.519206	-2.0	1.25	26.42
55.5	55.519206	-2.0	1.0	24.64
55.5	55.519206	-2.0	0.75	22.3
55.5	55.519206	-2.0	0.5	19.1
55.5	55.519206	-2.5	6.0	33.09
55.5	55.519206	-2.5	5.75	33.06
55.5	55.519206	-2.5	5.5	33.019999999999996
55.5	55.519206	-2.5	5.25	32.99
55.5	55.519206	-2.5	5.0	32.94
55.5	55.519206	-2.5	4.75	32.89
55.5	55.519206	-2.5	4.5	32.82
55.5	55.519206	-2.5	4.25	32.76
55.5	55.519206	-2.5	4.0	32.66
55.5	55.519206	-2.5	3.75	32.56
55.5	55.519206	-2.5	3.5	32.43
55.5	55.519206	-2.5	3.25	32.26
55.5	55.519206	-2.5	3.0	32.019999999999996
55.5	55.519206	-2.5	2.75	31.689999999999998
55.5	55.519206	-2.5	2.5	31.240000000000002
55.5	55.519206	-2.5	2.25	30.619999999999997
55.5	55.519206	-2.5	2.0	29.85
55.5	55.519206	-2.5	1.75	28.9
55.5	55.519206	-2.5	1.5	27.73
55.5	55.519206	-2.5	1.25	26.29
55.5	55.519206	-2.5	1.0	24.5
55.5	55.519206	-2.5	0.75	22.19
55.5	55.519206	-2.5	0.5	18.95
55.5	55.519206	-3.0	6.0	32.66
55.5	55.519206	-3.0	5.75	32.62
55.5	55.519206	-3.0	5.5	32.58
55.5	55.519206	-3.0	5.25	32.54
55.5	55.519206	-3.0	5.0	32.51
55.5	55.519206	-3.0	4.75	32.45
55.5	55.519206	-3.0	4.5	32.39
55.5	55.519206	-3.0	4.25	32.32
55.5	55.519206	-3.0	4.0	32.230000000000004
55.5	55.519206	-3.0	3.75	32.14
55.5	55.519206	-3.0	3.5	32.0
55.5	55.519206	-3.0	3.25	31.85
55.5	55.519206	-3.0	3.0	31.64
55.5	55.519206	-3.0	2.75	31.36
55.5	55.519206	-3.0	2.5	30.95
55.5	55.519206	-3.0	2.25	30.4
55.5	55.519206	-3.0	2.0	29.67
55.5	55.519206	-3.0	1.75	28.740000000000002
55.5	55.519206	-3.0	1.5	27.59
55.5	55.519206	-3.0	1.25	26.16
55.5	55.519206	-3.0	1.0	24.37
55.5	55.519206	-3.0	0.75	22.03
55.5	55.519206	-3.0	0.5	18.8
55.5	55.519206	-3.5	6.0	32.18
55.5	55.519206	-3.5	5.75	32.15
55.5	55.519206	-3.5	5.5	32.12
55.5	55.519206	-3.5	5.25	32.08
55.5	55.519206	-3.5	5.0	32.03
55.5	55.519206	-3.5	4.75	31.98
55.5	55.519206	-3.5	4.5	31.92
55.5	55.519206	-3.5	4.25	31.85
55.5	55.519206	-3.5	4.0	31.77
55.5	55.519206	-3.5	3.75	31.68
55.5	55.519206	-3.5	3.5	31.560000000000002
55.5	55.519206	-3.5	3.25	31.42
55.5	55.519206	-3.5	3.0	31.22
55.5	55.519206	-3.5	2.75	30.97
55.5	55.519206	-3.5	2.5	30.619999999999997
55.5	55.519206	-3.5	2.25	30.130000000000003
55.5	55.519206	-3.5	2.0	29.46
55.5	55.519206	-3.5	1.75	28.57
55.5	55.519206	-3.5	1.5	27.43
55.5	55.519206	-3.5	1.25	26.02
55.5	55.519206	-3.5	1.0	24.21
55.5	55.519206	-3.5	0.75	21.88
55.5	55.519206	-3.5	0.5	18.58
55.5	55.519206	-4.0	6.0	31.740000000000002
55.5	55.519206	-4.0	5.75	31.72
55.5	55.519206	-4.0	5.5	31.68
55.5	55.519206	-4.0	5.25	31.64
55.5	55.519206	-4.0	5.0	31.6
55.5	55.519206	-4.0	4.75	31.55
55.5	55.519206	-4.0	4.5	31.48
55.5	55.519206	-4.0	4.25	31.42
55.5	55.519206	-4.0	4.0	31.34
55.5	55.519206	-4.0	3.75	31.240000000000002
55.5	55.519206	-4.0	3.5	31.130000000000003
55.5	55.519206	-4.0	3.25	31.0
55.5	55.519206	-4.0	3.0	30.82
55.5	55.519206	-4.0	2.75	30.6
55.5	55.519206	-4.0	2.5	30.29
55.5	55.519206	-4.0	2.25	29.84
55.5	55.519206	-4.0	2.0	29.22
55.5	55.519206	-4.0	1.75	28.39
55.5	55.519206	-4.0	1.5	27.28
55.5	55.519206	-4.0	1.25	25.86
55.5	55.519206	-4.0	1.0	24.09
55.5	55.519206	-4.0	0.75	21.72
55.5	55.519206	-4.0	0.5	18.44
55.5	56.830677	-4.5	6.0	-31.659999999999997
55.5	55.519206	-4.5	5.75	31.25
55.5	55.519206	-4.5	5.5	31.21
55.5	55.519206	-4.5	5.25	31.17
55.5	55.519206	-4.5	5.0	31.119999999999997
55.5	55.519206	-4.5	4.75	31.07
55.5	55.519206	-4.5	4.5	31.02
55.5	55.519206	-4.5	4.25	30.96
55.5	55.519206	-4.5	4.0	30.89
55.5	55.519206	-4.5	3.75	30.78
55.5	55.519206	-4.5	3.5	30.689999999999998
55.5	55.519206	-4.5	3.25	30.560000000000002
55.5	55.519206	-4.5	3.0	30.4
55.5	55.519206	-4.5	2.75	30.18
55.5	55.519206	-4.5	2.5	29.9
55.5	55.519206	-4.5	2.25	29.509999999999998
55.5	55.519206	-4.5	2.0	28.96
55.5	55.519206	-4.5	1.75	28.17
55.5	55.519206	-4.5	1.5	27.1
55.5	55.519206	-4.5	1.25	25.72
55.5	55.519206	-4.5	1.0	23.93
55.5	55.519206	-4.5	0.75	21.53
55.5	55.519206	-4.5	0.5	18.2
55.5	55.519206	-5.0	6.0	30.79
55.5	55.519206	-5.0	5.75	30.759999999999998
55.5	55.519206	-5.0	5.5	30.72
55.5	55.519206	-5.0	5.25	30.68
55.5	55.519206	-5.0	5.0	30.630000000000003
55.5	55.519206	-5.0	4.75	30.59
55.5	55.519206	-5.0	4.5	30.54
55.5	55.519206	-5.0	4.25	30.47
55.5	55.519206	-5.0	4.0	30.39
55.5	55.519206	-5.0	3.75	30.310000000000002
55.5	55.519206	-5.0	3.5	30.21
55.5	55.519206	-5.0	3.25	30.09
55.5	55.519206	-5.0	3.0	29.939999999999998
55.5	55.519206	-5.0	2.75	29.740000000000002
55.5	55.519206	-5.0	2.5	29.490000000000002
55.5	55.519206	-5.0	2.25	29.130000000000003
55.5	55.519206	-5.0	2.0	28.630000000000003
55.5	55.519206	-5.0	1.75	27.91
55.5	55.519206	-5.0	1.5	26.9
55.5	55.519206	-5.0	1.25	25.56
55.5	55.519206	-5.0	1.0	23.78
55.5	55.519206	-5.0	0.75	21.38
55.5	55.519206	-5.0	0.5	17.96
55.5	55.519206	-5.5	6.0	30.310000000000002
55.5	55.519206	-5.5	5.75	30.28
55.5	55.519206	-5.5	5.5	30.240000000000002
55.5	55.519206	-5.5	5.25	30.21
55.5	55.519206	-5.5	5.0	30.17
55.5	55.519206	-5.5	4.75	30.11
55.5	55.519206	-5.5	4.5	30.060000000000002
55.5	55.519206	-5.5	4.25	30.0
55.5	55.519206	-5.5	4.0	29.93
55.5	55.519206	-5.5	3.75	29.84
55.5	55.519206	-5.5	3.5	29.75
55.5	55.519206	-5.5	3.25	29.619999999999997
55.5	55.519206	-5.5	3.0	29.48
55.5	55.519206	-5.5	2.75	29.3
55.5	55.519206	-5.5	2.5	29.060000000000002
55.5	55.519206	-5.5	2.25	28.740000000000002
55.5	55.519206	-5.5	2.0	28.28
55.5	55.519206	-5.5	1.75	27.64
55.5	55.519206	-5.5	1.5	26.68
55.5	55.519206	-5.5	1.25	25.38
55.5	55.519206	-5.5	1.0	23.62
55.5	55.519206	-5.5	0.75	21.23
55.5	55.519206	-5.5	0.5	17.78
55.5	55.519206	-6.0	6.0	29.810000000000002
55.5	55.519206	-6.0	5.75	29.78
55.5	55.519206	-6.0	5.5	29.740000000000002
55.5	55.519206	-6.0	5.25	29.7
55.5	55.519206	-6.0	5.0	29.66
55.5	55.519206	-6.0	4.75	29.619999999999997
55.5	55.519206	-6.0	4.5	29.560000000000002
55.5	55.519206	-6.0	4.25	29.52
55.5	55.519206	-6.0	4.0	29.43
55.5	55.519206	-6.0	3.75	29.36
55.5	55.519206	-6.0	3.5	29.259999999999998
55.5	55.519206	-6.0	3.25	29.15
55.5	55.519206	-6.0	3.0	29.02
55.5	55.519206	-6.0	2.75	28.84
55.5	55.519206	-6.0	2.5	28.61
55.5	55.519206	-6.0	2.25	28.33
55.5	55.519206	-6.0	2.0	27.9
55.5	55.519206	-6.0	1.75	27.31
55.5	55.519206	-6.0	1.5	26.45
55.5	55.519206	-6.0	1.25	25.18
55.5	55.519206	-6.0	1.0	23.45
